City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Wote,-1.7808,37.6288,63.75,93,100,0.16,KE,2021-04-15 02:24:55
294,Trelew,-43.249,-65.3051,66.97,43,84,2.53,AR,2021-04-15 02:14:58
295,Kermen,42.5,26.25,44.6,81,90,2.3,BG,2021-04-15 02:24:55
296,Stornoway,58.2093,-6.3865,32.0,100,40,1.14,GB,2021-04-15 02:24:56
297,Tessalit,20.1986,1.0114,85.77,9,3,6.78,ML,2021-04-15 02:20:07
298,Nouadhibou,20.931,-17.0347,66.2,88,40,23.02,MR,2021-04-15 02:24:56
299,Vestmanna,62.1564,-7.1664,44.6,100,20,12.66,FO,2021-04-15 02:24:56
300,Riviere-Au-Renard,48.9957,-64.3971,30.2,86,1,4.61,CA,2021-04-15 02:24:57
301,Eseka,3.65,10.7667,70.88,92,100,1.5,CM,2021-04-15 02:21:20
302,Kloulklubed,7.0419,134.2556,77.0,94,90,24.16,PW,2021-04-15 02:24:57
303,Bailen,38.0964,-3.7779,62.01,95,100,3.31,ES,2021-04-15 02:24:57
304,Lorengau,-2.0226,147.2712,83.7,71,68,5.26,PG,2021-04-15 02:24:58
305,Tak,16.5833,98.8333,80.6,74,20,4.61,TH,2021-04-15 02:24:58
306,Tazovskiy,67.4667,78.7,31.87,99,100,10.13,RU,2021-04-15 02:24:58
307,Cockburn Town,21.4612,-71.1419,74.12,64,3,13.27,TC,2021-04-15 02:24:59
308,Peniche,39.3558,-9.3811,61.0,93,100,5.99,PT,2021-04-15 02:23:18
309,Olga,43.7444,135.2892,48.11,32,0,7.81,RU,2021-04-15 02:24:59
310,Komsomolskiy,40.4272,71.7189,60.8,51,100,4.61,UZ,2021-04-15 02:24:59
311,Namatanai,-3.6667,152.4333,85.35,65,25,4.32,PG,2021-04-15 02:25:00
312,Mandalgovi,45.7625,106.2708,28.17,33,1,28.59,MN,2021-04-15 02:25:00
313,Huarmey,-10.0681,-78.1522,68.14,83,84,5.75,PE,2021-04-15 02:25:00
314,Kruisfontein,-34.0033,24.7314,57.0,97,2,1.99,ZA,2021-04-15 02:25:00
315,Ranau,5.9538,116.6641,86.0,74,20,4.61,MY,2021-04-15 02:25:01
316,Zaragoza,41.6561,-0.8773,50.0,87,90,5.75,ES,2021-04-15 02:23:15
317,Puerto Carreno,6.189,-67.4859,73.98,91,100,3.02,CO,2021-04-15 02:25:01
318,San Felipe,10.3399,-68.7425,75.51,86,100,4.45,VE,2021-04-15 02:25:02
319,Villa Maria,-32.4075,-63.2402,61.0,88,0,4.0,AR,2021-04-15 02:25:02
320,La Ciotat,43.1748,5.6045,48.0,93,11,3.0,FR,2021-04-15 02:25:02
321,Marienburg,54.0359,19.0266,39.99,95,100,14.97,PL,2021-04-15 02:25:03
322,Tshikapa,-6.4167,20.8,66.49,95,100,2.35,CD,2021-04-15 02:25:03
323,Inta,66.0317,60.1659,31.17,82,100,20.09,RU,2021-04-15 02:25:03
324,Myitkyina,25.3833,97.4,85.64,29,27,2.06,MM,2021-04-15 02:25:03
325,Tezu,27.9167,96.1667,86.7,23,100,1.16,IN,2021-04-15 02:25:04
326,Svetlaya,46.5389,138.3297,38.46,37,50,4.85,RU,2021-04-15 02:25:04
327,Owando,-0.4819,15.8999,71.01,94,100,2.28,CG,2021-04-15 02:25:05
328,Oktyabrskiy,54.4815,53.471,44.37,81,2,3.58,RU,2021-04-15 02:25:05
329,Kununurra,-15.7667,128.7333,91.4,29,16,3.44,AU,2021-04-15 02:25:05
330,Faanui,-16.4833,-151.75,82.0,73,100,11.14,PF,2021-04-15 02:25:06
331,Katsuura,35.1333,140.3,59.0,43,20,8.05,JP,2021-04-15 02:25:06
332,Bordighera,43.7806,7.6645,50.0,76,75,6.91,IT,2021-04-15 02:25:06
333,Pangody,65.85,74.4859,38.55,100,100,19.89,RU,2021-04-15 02:25:07
334,Anchorage,61.2181,-149.9003,39.99,70,90,4.61,US,2021-04-15 02:23:29
335,Debre Tabor,11.85,38.0167,54.75,68,83,5.01,ET,2021-04-15 02:25:07
336,Abha,18.2164,42.5053,62.6,59,0,4.07,SA,2021-04-15 02:25:07
337,Angoche,-16.2325,39.9086,73.98,82,52,7.7,MZ,2021-04-15 02:25:08
338,Agadez,19.75,10.25,79.63,8,0,10.25,NE,2021-04-15 02:25:08
339,Beian,63.6559,9.5683,39.2,81,75,12.66,NO,2021-04-15 02:25:08
340,Gazojak,41.1875,61.4036,58.75,36,0,6.24,TM,2021-04-15 02:25:09
341,Umm Lajj,25.0213,37.2685,72.81,53,0,8.7,SA,2021-04-15 02:25:09
342,Halden,59.1226,11.3871,39.99,69,90,3.44,NO,2021-04-15 02:25:09
343,Saint-Francois,46.4154,3.9054,30.0,86,0,2.53,FR,2021-04-15 02:25:09
344,Alta Floresta,-9.8756,-56.0861,75.2,100,40,2.3,BR,2021-04-15 02:25:10
345,Tadine,-21.55,167.8833,78.42,83,66,12.95,NC,2021-04-15 02:25:10
346,Broome,42.2506,-75.833,54.0,71,90,9.22,US,2021-04-15 02:25:10
347,Bac Lieu,9.285,105.7244,85.5,64,92,5.12,VN,2021-04-15 02:23:07
348,Bonthe,7.5264,-12.505,78.75,82,100,6.08,SL,2021-04-15 02:21:21
349,Dunedin,-45.8742,170.5036,61.0,69,29,5.99,NZ,2021-04-15 02:25:11
350,College,64.8569,-147.8028,46.4,46,75,4.47,US,2021-04-15 02:25:11
351,Yen Bai,21.7,104.8667,77.0,88,100,3.02,VN,2021-04-15 02:25:11
352,Avera,33.194,-82.5271,73.4,38,90,6.91,US,2021-04-15 02:25:12
353,Azul,-36.777,-59.8585,55.38,85,0,7.47,AR,2021-04-15 02:25:12
354,Haines Junction,60.7522,-137.5108,44.6,45,43,6.91,CA,2021-04-15 02:25:12
355,Saint-Augustin,51.226,-58.6502,35.22,72,0,3.74,CA,2021-04-15 02:25:13
356,Eldorado,-23.7869,-54.2836,70.02,78,78,5.55,BR,2021-04-15 02:25:13
357,Awbari,26.5921,12.7805,69.19,31,91,10.49,LY,2021-04-15 02:25:13
358,Manado,1.487,124.8455,87.8,62,20,9.22,ID,2021-04-15 02:25:13
359,Lavrentiya,65.5833,-171.0,29.44,88,97,2.35,RU,2021-04-15 02:25:14
360,Sangar,63.9242,127.4739,19.87,87,99,2.71,RU,2021-04-15 02:25:14
361,Alofi,-19.0595,-169.9187,82.4,61,40,5.75,NU,2021-04-15 02:20:39
362,Ancud,-41.8697,-73.8203,48.0,100,90,2.3,CL,2021-04-15 02:25:14
363,Kuznechikha,57.2161,42.3348,45.79,78,100,1.74,RU,2021-04-15 02:25:15
364,Kupang,-10.1667,123.5833,82.72,66,64,4.52,ID,2021-04-15 02:25:15
365,Sault Sainte Marie,46.5168,-84.3333,35.6,80,90,9.22,CA,2021-04-15 02:25:15
366,San Ramon,37.7799,-121.978,62.01,41,1,16.11,US,2021-04-15 02:22:28
367,Ortona,42.3496,14.4039,45.0,87,90,4.61,IT,2021-04-15 02:25:16
368,Mae Hong Son,19.3003,97.9685,84.2,65,20,1.99,TH,2021-04-15 02:25:16
369,La Ronge,55.1001,-105.2842,42.8,26,98,4.61,CA,2021-04-15 02:25:16
370,Saint Peters,38.8003,-90.6265,53.6,43,1,9.22,US,2021-04-15 02:25:17
371,Surt,31.2089,16.5887,59.65,79,100,7.72,LY,2021-04-15 02:25:17
372,Ozuluama,21.6667,-97.85,76.03,91,51,10.98,MX,2021-04-15 02:25:17
373,Coquimbo,-29.9533,-71.3436,59.0,88,90,1.14,CL,2021-04-15 02:21:25
374,Bowen,-20.0167,148.2333,80.6,61,44,14.97,AU,2021-04-15 02:25:18
375,Ahipara,-35.1667,173.1667,66.24,61,55,10.65,NZ,2021-04-15 02:25:18
376,Compostela,7.6731,126.0889,84.27,73,100,2.71,PH,2021-04-15 02:25:18
377,Seoul,37.5683,126.9778,55.4,54,0,3.44,KR,2021-04-15 02:25:19
378,Gallup,35.5281,-108.7426,62.6,9,1,16.11,US,2021-04-15 02:22:00
379,Tamasane,-22.4184,27.4013,63.54,43,0,2.1,BW,2021-04-15 02:25:19
380,Pierre,44.3683,-100.351,43.0,60,1,9.22,US,2021-04-15 02:25:19
381,Sijunjung,-0.6876,100.9537,78.22,87,94,1.16,ID,2021-04-15 02:25:20
382,Kuching,1.55,110.3333,84.2,79,20,6.91,MY,2021-04-15 02:25:20
383,Farmington,36.7281,-108.2187,66.2,9,1,16.11,US,2021-04-15 02:25:20
384,Dejen,10.1667,38.1333,57.76,65,93,4.43,ET,2021-04-15 02:25:21
385,Monrovia,6.3005,-10.7969,79.41,80,89,2.66,LR,2021-04-15 02:25:21
386,Whitehorse,60.7161,-135.0538,43.0,52,75,17.27,CA,2021-04-15 02:21:33
387,Nelson Bay,-32.7167,152.15,75.2,41,0,5.75,AU,2021-04-15 02:25:21
388,Basco,20.4487,121.9702,77.83,74,83,8.32,PH,2021-04-15 02:25:22
389,Namuac,18.6109,121.1657,84.18,66,42,11.23,PH,2021-04-15 02:25:22
390,Powell,40.1578,-83.0752,53.01,50,1,9.22,US,2021-04-15 02:25:22
391,Lumeje,-11.55,20.7833,63.64,94,82,2.8,AO,2021-04-15 02:25:23
392,Graaff-Reinet,-32.2522,24.5308,63.9,64,30,2.35,ZA,2021-04-15 02:25:23
393,Zakupne,49.1194,26.3376,37.0,89,100,11.88,UA,2021-04-15 02:25:23
394,Kavieng,-2.5744,150.7967,84.43,67,92,6.51,PG,2021-04-15 02:25:24
395,Fort Nelson,58.8053,-122.7002,59.0,29,40,5.75,CA,2021-04-15 02:25:24
396,Batagay,67.6333,134.6333,13.1,80,76,0.83,RU,2021-04-15 02:25:24
397,San Jose,37.3394,-121.895,64.4,55,20,13.8,US,2021-04-15 02:24:00
398,Ust-Kalmanka,52.1207,83.305,39.56,81,100,5.57,RU,2021-04-15 02:25:25
399,Santiago De Cuba,20.0247,-75.8219,75.2,64,20,11.5,CU,2021-04-15 02:25:25
400,Yumen,40.2833,97.2,41.88,13,0,11.61,CN,2021-04-15 02:25:26
401,Pachino,36.7186,15.0907,51.8,87,75,3.44,IT,2021-04-15 02:25:26
402,Noumea,-22.2763,166.4572,79.0,83,90,11.5,NC,2021-04-15 02:22:02
403,Brae,60.3964,-1.353,42.8,93,20,3.96,GB,2021-04-15 02:25:26
404,Sarakhs,36.5449,61.1577,51.8,54,0,4.43,IR,2021-04-15 02:25:27
405,Sheltozero,61.3667,35.3667,29.35,90,100,4.92,RU,2021-04-15 02:25:27
406,Loukhi,66.0764,33.0381,27.12,83,6,7.0,RU,2021-04-15 02:25:27
407,Vanimo,-2.6741,141.3028,84.22,68,100,3.94,PG,2021-04-15 02:25:28
408,Novoraychikhinsk,49.7798,129.594,38.91,34,6,1.77,RU,2021-04-15 02:25:28
409,Weligama,5.9667,80.4167,79.97,80,78,0.63,LK,2021-04-15 02:25:28
410,Rakiv Lis,51.6217,24.9243,37.62,95,100,4.41,UA,2021-04-15 02:25:28
411,Rio Gallegos,-51.6226,-69.2181,41.0,60,0,6.91,AR,2021-04-15 02:25:29
412,Superior,46.7208,-92.1041,42.8,70,90,9.22,US,2021-04-15 02:25:29
413,Karasjok,69.4719,25.5112,26.6,74,75,4.61,NO,2021-04-15 02:25:29
414,Jardim,-21.4803,-56.1381,73.56,77,89,3.18,BR,2021-04-15 02:25:30
415,Shimoda,34.6667,138.95,53.6,47,75,12.66,JP,2021-04-15 02:25:30
416,Ishigaki,24.3448,124.1572,75.2,88,75,12.66,JP,2021-04-15 02:25:30
417,Belize,17.25,-88.75,82.4,69,0,6.91,BZ,2021-04-15 02:25:31
418,Bud,39.447,-86.1758,51.01,50,40,14.97,US,2021-04-15 02:25:31
419,Kamenka,51.3223,42.7678,47.55,72,5,8.28,RU,2021-04-15 02:25:31
420,Chizhou,30.6578,117.4831,62.51,76,100,0.76,CN,2021-04-15 02:25:32
421,Muros,42.7762,-9.0603,53.01,72,18,3.0,ES,2021-04-15 02:25:32
422,Arlit,18.7369,7.3853,83.71,8,1,8.77,NE,2021-04-15 02:21:01
423,Bela,25.9333,81.9833,88.88,9,100,6.91,IN,2021-04-15 02:25:32
424,Turukhansk,65.8167,87.9833,20.71,94,100,20.98,RU,2021-04-15 02:25:33
425,Kumylzhenskaya,49.8809,42.5898,51.53,71,100,2.73,RU,2021-04-15 02:25:33
426,Sampaloc,14.5402,121.3602,89.01,52,72,3.87,PH,2021-04-15 02:25:33
427,Fort Pierce,27.4467,-80.3256,73.0,82,1,9.98,US,2021-04-15 02:21:21
428,Terrace,54.5163,-128.6035,66.2,27,20,8.05,CA,2021-04-15 02:25:34
429,Springfield,37.2153,-93.2982,53.01,61,1,6.91,US,2021-04-15 02:25:33
430,Belyy Yar,53.6039,91.3903,39.2,81,40,6.71,RU,2021-04-15 02:25:34
431,Rusape,-18.5278,32.1284,51.78,91,0,1.23,ZW,2021-04-15 02:25:34
432,Alekseyevka,50.6309,38.6903,48.45,92,94,5.19,RU,2021-04-15 02:25:35
433,Harper,4.375,-7.7169,80.15,83,100,4.97,LR,2021-04-15 02:25:35
434,Warrington,53.3925,-2.5802,37.99,83,67,3.22,GB,2021-04-15 02:25:23
435,Berlevag,70.8578,29.0864,30.58,77,95,17.83,NO,2021-04-15 02:25:35
436,Maarianhamina,60.0973,19.9348,24.8,93,0,4.61,AX,2021-04-15 02:25:36
437,Davila,18.4726,120.5763,87.8,70,20,6.91,PH,2021-04-15 02:25:36
438,Hastings,50.8552,0.5729,36.0,85,10,3.0,GB,2021-04-15 02:25:36
439,Ixtapa,20.7,-105.2,77.0,78,1,5.75,MX,2021-04-15 02:25:37
440,Buraydah,26.326,43.975,64.4,36,0,5.75,SA,2021-04-15 02:22:16
441,Iquique,-20.2208,-70.1431,68.0,68,90,8.05,CL,2021-04-15 02:21:17
442,Touros,-5.1989,-35.4608,77.0,94,20,3.44,BR,2021-04-15 02:25:37
443,Gotsu,35.0,132.2167,57.2,41,0,8.05,JP,2021-04-15 02:23:20
444,Naze,28.3667,129.4833,69.8,60,75,10.36,JP,2021-04-15 02:25:38
445,Mangrol,21.1167,70.1167,78.73,65,6,6.42,IN,2021-04-15 02:25:38
446,Ruston,32.5232,-92.6379,55.4,94,90,8.05,US,2021-04-15 02:25:38
447,Oyama,36.3,139.8,61.0,37,20,8.05,JP,2021-04-15 02:25:38
448,Veraval,20.9,70.3667,79.11,58,5,4.76,IN,2021-04-15 02:25:39
449,Dekar,-21.5333,21.9333,62.22,38,2,6.33,BW,2021-04-15 02:25:39
450,Panzhihua,26.5851,101.7128,69.01,31,3,1.99,CN,2021-04-15 02:25:39
451,Sisimiut,66.9395,-53.6735,7.59,87,40,19.06,GL,2021-04-15 02:25:40
452,Andenes,69.3143,16.1194,39.2,81,90,23.02,NO,2021-04-15 02:25:40
453,Bagan,54.1001,77.6646,39.27,98,100,6.55,RU,2021-04-15 02:25:40
454,Altay,47.8667,88.1167,44.02,35,48,0.36,CN,2021-04-15 02:25:41
455,Ayan,56.45,138.1667,30.43,54,100,2.68,RU,2021-04-15 02:25:41
456,Tabuk,17.4189,121.4443,85.82,61,73,2.93,PH,2021-04-15 02:25:41
457,Marsh Harbour,26.5412,-77.0636,71.37,62,3,12.24,BS,2021-04-15 02:25:42
458,Barentu,15.1139,37.5928,72.3,37,2,2.64,ER,2021-04-15 02:25:42
459,Kotma,23.2,81.9667,79.5,27,100,3.44,IN,2021-04-15 02:25:42
460,Auki,-8.7676,160.7034,82.6,78,97,3.24,SB,2021-04-15 02:25:42
461,Wankaner,22.6167,70.9333,81.0,78,1,3.44,IN,2021-04-15 02:25:43
462,Yaan,7.3833,8.5667,76.46,70,98,7.74,NG,2021-04-15 02:25:43
463,Fukue,32.6881,128.8419,60.8,51,75,13.8,JP,2021-04-15 02:25:43
464,Le Francois,14.6156,-60.9031,78.8,89,20,2.3,MQ,2021-04-15 02:25:44
465,Cozumel,20.5083,-86.9458,81.0,78,20,9.22,MX,2021-04-15 02:25:44
466,Trincomalee,8.5711,81.2335,80.17,80,92,4.59,LK,2021-04-15 02:25:44
467,Yarmouth,41.7057,-70.2286,44.01,81,40,5.03,US,2021-04-15 02:25:45
468,Korla,41.7597,86.1469,59.77,23,10,8.39,CN,2021-04-15 02:25:45
469,Constitucion,-35.3333,-72.4167,55.71,85,5,9.55,CL,2021-04-15 02:25:45
470,Waddan,29.1614,16.139,60.67,47,97,4.03,LY,2021-04-15 02:25:45
471,Westport,41.1415,-73.3579,52.0,93,90,11.5,US,2021-04-15 02:24:26
472,Briancon,44.9,6.65,39.99,64,50,1.01,FR,2021-04-15 02:25:46
473,Payo,-3.7508,103.6372,82.92,70,88,0.67,ID,2021-04-15 02:25:46
474,Kefamenanu,-9.4467,124.4781,80.28,54,86,3.83,ID,2021-04-15 02:25:47
475,Khandyga,62.6667,135.6,16.95,77,6,1.72,RU,2021-04-15 02:25:47
476,Luchegorsk,46.4764,134.2569,44.91,24,7,7.87,RU,2021-04-15 02:25:47
477,Dickinson,29.4608,-95.0513,70.0,88,90,9.22,US,2021-04-15 02:25:47
478,Beloha,-25.1667,45.05,69.64,97,14,3.65,MG,2021-04-15 02:25:48
479,Holsted,55.5109,8.9187,28.4,86,75,3.44,DK,2021-04-15 02:25:48
480,Berberati,4.2612,15.7922,69.67,91,96,3.53,CF,2021-04-15 02:25:49
481,Hudson Bay,52.85,-102.3842,30.69,95,75,2.19,CA,2021-04-15 02:25:49
482,Itumba,-9.4,33.1833,61.9,98,99,3.58,TZ,2021-04-15 02:25:49
483,Okmulgee,35.6234,-95.9605,51.8,100,90,5.75,US,2021-04-15 02:25:50
484,Meulaboh,4.1363,96.1285,81.18,77,81,2.93,ID,2021-04-15 02:25:50
485,Trinidad,-14.8333,-64.9,73.99,87,57,2.93,BO,2021-04-15 02:21:14
486,Pucallpa,-8.3791,-74.5539,78.8,89,40,0.4,PE,2021-04-15 02:25:50
487,Nemuro,43.3236,145.575,48.2,31,75,12.66,JP,2021-04-15 02:25:50
488,Republic,37.12,-93.4802,53.01,61,1,6.91,US,2021-04-15 02:25:51
489,Guarapari,-20.6667,-40.4975,73.4,78,0,10.36,BR,2021-04-15 02:25:51
490,Manapparai,10.6,78.4167,78.8,78,75,9.22,IN,2021-04-15 02:25:51
491,Khorramshahr,30.4397,48.1664,66.2,37,0,9.22,IR,2021-04-15 02:25:52
492,Dicabisagan,17.0818,122.4157,84.51,63,13,4.7,PH,2021-04-15 02:25:52
493,Savannakhet,16.566,104.751,80.6,74,75,4.61,LA,2021-04-15 02:25:52
494,Amapa,1.0,-52.0,73.0,98,100,1.57,BR,2021-04-15 02:25:53
495,Narsaq,60.9167,-46.05,32.0,74,28,1.14,GL,2021-04-15 02:21:09
496,Nieuw Amsterdam,5.8833,-55.0833,75.99,94,85,5.35,SR,2021-04-15 02:25:53
497,Shingu,33.7333,135.9833,57.2,38,75,8.05,JP,2021-04-15 02:25:53
498,Alibag,18.6411,72.8792,84.2,79,20,2.06,IN,2021-04-15 02:25:54
499,Tecoanapa,16.5167,-98.75,79.02,71,100,6.49,MX,2021-04-15 02:25:54
500,Yatou,37.15,122.3833,55.33,40,55,18.25,CN,2021-04-15 02:25:54
501,Muana,-1.5283,-49.2167,75.79,94,100,3.74,BR,2021-04-15 02:25:55
502,Adet,11.2644,37.4888,57.29,76,38,5.44,ET,2021-04-15 02:25:55
503,Outlook,51.5001,-107.0513,41.0,36,17,2.3,CA,2021-04-15 02:25:55
504,Klaksvik,62.2266,-6.589,44.6,100,20,12.66,FO,2021-04-15 02:25:56
505,Bayan,46.0833,127.4,51.33,23,68,3.58,CN,2021-04-15 02:25:56
506,Kota Kinabalu,5.9749,116.0724,86.0,74,20,4.61,MY,2021-04-15 02:25:36
507,Omboue,-1.5746,9.2618,76.59,89,100,3.74,GA,2021-04-15 02:25:56
508,Nakhon Thai,17.1006,100.8374,88.0,74,20,2.3,TH,2021-04-15 02:25:57
509,Tomohon,1.3346,124.8392,87.8,62,20,9.22,ID,2021-04-15 02:25:57
510,Lao Cai,22.4833,103.95,81.41,78,100,3.38,VN,2021-04-15 02:25:57
511,Bam,29.106,58.357,65.75,48,6,2.59,IR,2021-04-15 02:25:57
512,Nuuk,64.1835,-51.7216,23.0,93,90,25.32,GL,2021-04-15 02:25:39
513,Honningsvag,70.9821,25.9704,30.81,55,100,7.4,NO,2021-04-15 02:25:58
514,Mehamn,71.0357,27.8492,28.74,73,99,11.16,NO,2021-04-15 02:21:18
515,Denpasar,-8.65,115.2167,86.0,74,20,12.66,ID,2021-04-15 02:23:13
516,Nyazepetrovsk,56.0531,59.6028,44.85,93,58,3.36,RU,2021-04-15 02:25:58
517,Gawler,-34.6,138.7333,66.99,63,26,10.0,AU,2021-04-15 02:25:59
518,Hirara,24.8,125.2833,77.0,73,75,13.8,JP,2021-04-15 02:25:59
519,Ilembo,-9.25,33.3833,55.69,99,100,3.51,TZ,2021-04-15 02:25:59
520,Semey,50.4111,80.2275,37.4,75,0,2.24,KZ,2021-04-15 02:26:00
521,Palauig,15.435,119.9045,84.99,64,54,5.1,PH,2021-04-15 02:26:00
522,Tromso,69.6496,18.957,33.8,93,90,18.41,NO,2021-04-15 02:26:00
523,Vytegra,61.0064,36.4481,29.37,96,94,4.07,RU,2021-04-15 02:26:01
524,Neuquen,-38.9516,-68.0591,55.4,67,0,14.61,AR,2021-04-15 02:25:40
525,Boundiali,9.5217,-6.4869,76.19,67,99,6.15,CI,2021-04-15 02:26:01
526,Wana,32.2989,69.5725,63.21,50,100,1.86,PK,2021-04-15 02:26:01
527,Casablanca,33.5928,-7.6192,57.2,94,40,3.44,MA,2021-04-15 02:21:55
528,Santo Tomas,14.1079,121.1414,89.01,66,75,8.05,PH,2021-04-15 02:26:02
529,Kholm,59.2667,32.85,31.82,93,92,5.79,RU,2021-04-15 02:26:02
530,Guskhara,23.5,87.75,92.46,21,97,11.05,IN,2021-04-15 02:26:02
531,Saveh,35.0213,50.3566,60.94,23,0,8.01,IR,2021-04-15 02:26:03
532,Leh,34.1667,77.5833,34.14,64,100,1.05,IN,2021-04-15 02:26:03
533,Tommot,58.9564,126.2925,30.96,86,100,7.58,RU,2021-04-15 02:26:03
534,Awjilah,29.1081,21.2869,63.01,54,100,9.75,LY,2021-04-15 02:26:04
535,Abonnema,4.7084,6.7931,75.2,94,40,3.62,NG,2021-04-15 02:26:04
536,Les Escoumins,48.1111,-69.0236,41.0,93,0,4.61,CA,2021-04-15 02:26:04
537,Tayu,-6.5397,111.0518,78.91,83,95,4.88,ID,2021-04-15 02:26:05
538,Ambovombe,-25.1667,46.0833,71.26,83,0,3.09,MG,2021-04-15 02:25:01
539,Manyana,-23.4,21.7167,63.39,37,1,5.08,BW,2021-04-15 02:26:05
540,Faya,18.3851,42.4509,62.6,59,0,2.51,SA,2021-04-15 02:26:06
541,Shitanjing,39.2342,106.3439,37.65,36,2,37.78,CN,2021-04-15 02:26:06
542,Rundu,-17.9333,19.7667,59.29,54,3,6.44,NA,2021-04-15 02:26:06
543,San Quintin,30.4833,-115.95,57.24,69,80,16.6,MX,2021-04-15 02:26:06
544,Boende,-0.2167,20.8667,70.21,98,81,3.29,CD,2021-04-15 02:26:07
545,Pathein,16.7833,94.7333,87.58,50,57,6.58,MM,2021-04-15 02:22:06
546,Hay River,60.8156,-115.7999,41.0,42,24,4.61,CA,2021-04-15 02:26:07
